V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
ENA	HBWO01070964.1	207	NA	NA	NA	NA
ENA	HBWO01070971.1	5	NA	NA	NA	NA
ENA	HBWO01070971.1	56	NA	NA	NA	NA
ENA	HBWO01070972.1	5	NA	NA	NA	NA
ENA	HBWO01070972.1	56	NA	NA	NA	NA
ENA	HBWO01070973.1	12	NA	NA	NA	NA
ENA	HBWO01070973.1	43	NA	NA	NA	NA
ENA	HBWO01070973.1	65	NA	NA	NA	NA
ENA	HBWO01070974.1	12	NA	NA	NA	NA
ENA	HBWO01070974.1	43	NA	NA	NA	NA
ENA	HBWO01070974.1	65	NA	NA	NA	NA
ENA	HBWO01070988.1	206	NA	NA	NA	NA
ENA	HBWO01070988.1	573	NA	NA	NA	NA
ENA	HBWO01070988.1	507	NA	NA	NA	NA
ENA	HBWO01070988.1	441	NA	NA	NA	NA
ENA	HBWO01070988.1	543	NA	NA	NA	NA
ENA	HBWO01070988.1	413	NA	NA	NA	NA
ENA	HBWO01070988.1	606	NA	NA	NA	NA
ENA	HBWO01070988.1	245	NA	NA	NA	NA
ENA	HBWO01070988.1	641	NA	NA	NA	NA
ENA	HBWO01070988.1	78	NA	NA	NA	NA
ENA	HBWO01070988.1	314	NA	NA	NA	NA
ENA	HBWO01070988.1	476	NA	NA	NA	NA
ENA	HBWO01070996.1	706	NA	NA	NA	NA
ENA	HBWO01071012.1	429	NA	NA	NA	NA
ENA	HBWO01071015.1	1603	NA	NA	NA	NA
ENA	HBWO01071015.1	1338	NA	NA	NA	NA
ENA	HBWO01071032.1	407	NA	NA	NA	NA
ENA	HBWO01071048.1	29	NA	NA	NA	NA
ENA	HBWO01071072.1	189	NA	NA	NA	NA
ENA	HBWO01071081.1	10	NA	NA	NA	NA
ENA	HBWO01071088.1	307	NA	NA	NA	NA
ENA	HBWO01071099.1	76	NA	NA	NA	NA
ENA	HBWO01071103.1	180	NA	NA	NA	NA
ENA	HBWO01071104.1	249	NA	NA	NA	NA
ENA	HBWO01071104.1	289	NA	NA	NA	NA
ENA	HBWO01071145.1	1233	NA	NA	NA	NA
ENA	HBWO01071146.1	1	NA	NA	NA	NA
ENA	HBWO01071162.1	421	NA	NA	NA	NA
ENA	HBWO01071183.1	563	NA	NA	NA	NA
ENA	HBWO01071197.1	873	NA	NA	NA	NA
ENA	HBWO01071201.1	42	NA	NA	NA	NA
ENA	HBWO01071206.1	161	NA	NA	NA	NA
ENA	HBWO01071208.1	395	NA	NA	NA	NA
ENA	HBWO01071208.1	323	NA	NA	NA	NA
ENA	HBWO01071219.1	11	NA	NA	NA	NA
ENA	HBWO01071230.1	11	NA	NA	NA	NA
ENA	HBWO01071231.1	27	NA	NA	NA	NA
ENA	HBWO01071232.1	11	NA	NA	NA	NA
ENA	HBWO01071233.1	10	NA	NA	NA	NA
ENA	HBWO01071249.1	934	NA	NA	NA	NA
ENA	HBWO01071255.1	400	NA	NA	NA	NA
ENA	HBWO01071255.1	200	NA	NA	NA	NA
ENA	HBWO01071264.1	522	NA	NA	NA	NA
ENA	HBWO01071266.1	41	NA	NA	NA	NA
ENA	HBWO01071268.1	5	NA	NA	NA	NA
ENA	HBWO01071290.1	18	NA	NA	NA	NA
ENA	HBWO01071291.1	1783	NA	NA	NA	NA
ENA	HBWO01071301.1	16	NA	NA	NA	NA
ENA	HBWO01071302.1	16	NA	NA	NA	NA
ENA	HBWO01071312.1	696	NA	NA	NA	NA
ENA	HBWO01071327.1	32	NA	NA	NA	NA
ENA	HBWO01071329.1	8	NA	NA	NA	NA
ENA	HBWO01071334.1	17	NA	NA	NA	NA
ENA	HBWO01071336.1	56	NA	NA	NA	NA
ENA	HBWO01071341.1	390	NA	NA	NA	NA
ENA	HBWO01071341.1	23	NA	NA	NA	NA
ENA	HBWO01071360.1	155	NA	NA	NA	NA
ENA	HBWO01071362.1	82	NA	NA	NA	NA
ENA	HBWO01071363.1	82	NA	NA	NA	NA
ENA	HBWO01071364.1	452	NA	NA	NA	NA
ENA	HBWO01071364.1	83	NA	NA	NA	NA
ENA	HBWO01071365.1	452	NA	NA	NA	NA
ENA	HBWO01071365.1	83	NA	NA	NA	NA
ENA	HBWO01071369.1	59	NA	NA	NA	NA
ENA	HBWO01071370.1	78	NA	NA	NA	NA
ENA	HBWO01071374.1	1	NA	NA	NA	NA
ENA	HBWO01071375.1	1222	NA	NA	NA	NA
ENA	HBWO01071376.1	20	NA	NA	NA	NA
ENA	HBWO01071380.1	1	NA	NA	NA	NA
ENA	HBWO01071385.1	15	NA	NA	NA	NA
ENA	HBWO01071386.1	73	NA	NA	NA	NA
ENA	HBWO01071388.1	3	NA	NA	NA	NA
ENA	HBWO01071391.1	114	NA	NA	NA	NA
ENA	HBWO01071397.1	1701	NA	NA	NA	NA
ENA	HBWO01071398.1	1218	NA	NA	NA	NA
ENA	HBWO01071402.1	1	NA	NA	NA	NA
ENA	HBWO01071408.1	30	NA	NA	NA	NA
ENA	HBWO01071411.1	252	NA	NA	NA	NA
ENA	HBWO01071413.1	1	NA	NA	NA	NA
ENA	HBWO01071414.1	1	NA	NA	NA	NA
ENA	HBWO01071427.1	741	NA	NA	NA	NA
ENA	HBWO01071429.1	10	NA	NA	NA	NA
ENA	HBWO01071430.1	10	NA	NA	NA	NA
ENA	HBWO01071434.1	28	NA	NA	NA	NA
ENA	HBWO01071435.1	28	NA	NA	NA	NA
ENA	HBWO01071436.1	65	NA	NA	NA	NA
ENA	HBWO01071445.1	1217	NA	NA	NA	NA
ENA	HBWO01071446.1	1217	NA	NA	NA	NA
ENA	HBWO01071448.1	141	NA	NA	NA	NA
ENA	HBWO01071459.1	12	NA	NA	NA	NA
ENA	HBWO01071460.1	20	NA	NA	NA	NA
ENA	HBWO01071463.1	796	NA	NA	NA	NA
ENA	HBWO01071463.1	398	NA	NA	NA	NA
ENA	HBWO01071466.1	1525	NA	NA	NA	NA
ENA	HBWO01071474.1	1	NA	NA	NA	NA
ENA	HBWO01071475.1	1	NA	NA	NA	NA
ENA	HBWO01071477.1	22	NA	NA	NA	NA
ENA	HBWO01071483.1	220	NA	NA	NA	NA
ENA	HBWO01071484.1	220	NA	NA	NA	NA
ENA	HBWO01071488.1	1	NA	NA	NA	NA
ENA	HBWO01071492.1	9	NA	NA	NA	NA
ENA	HBWO01071494.1	1	NA	NA	NA	NA
ENA	HBWO01071502.1	171	NA	NA	NA	NA
ENA	HBWO01071506.1	398	NA	NA	NA	NA
ENA	HBWO01071509.1	51	NA	NA	NA	NA
ENA	HBWO01071510.1	1	NA	NA	NA	NA
ENA	HBWO01071522.1	287	NA	NA	NA	NA
ENA	HBWO01071523.1	287	NA	NA	NA	NA
ENA	HBWO01071524.1	287	NA	NA	NA	NA
ENA	HBWO01071525.1	451	NA	NA	NA	NA
ENA	HBWO01071526.1	754	NA	NA	NA	NA
ENA	HBWO01071527.1	451	NA	NA	NA	NA
ENA	HBWO01071528.1	451	NA	NA	NA	NA
ENA	HBWO01071533.1	1	NA	NA	NA	NA
ENA	HBWO01071534.1	1	NA	NA	NA	NA
ENA	HBWO01071547.1	41	NA	NA	NA	NA
ENA	HBWO01071566.1	809	NA	NA	NA	NA
ENA	HBWO01071591.1	247	NA	NA	NA	NA
ENA	HBWO01071603.1	525	NA	NA	NA	NA
ENA	HBWO01071604.1	1002	NA	NA	NA	NA
ENA	HBWO01071612.1	17	NA	NA	NA	NA
ENA	HBWO01071618.1	279	NA	NA	NA	NA
ENA	HBWO01071625.1	488	NA	NA	NA	NA
ENA	HBWO01071628.1	424	NA	NA	NA	NA
ENA	HBWO01071640.1	67	NA	NA	NA	NA
ENA	HBWO01071644.1	623	NA	NA	NA	NA
ENA	HBWO01071645.1	240	NA	NA	NA	NA
ENA	HBWO01071666.1	212	NA	NA	NA	NA
ENA	HBWO01071666.1	137	NA	NA	NA	NA
ENA	HBWO01071666.1	127	NA	NA	NA	NA
ENA	HBWO01071667.1	212	NA	NA	NA	NA
ENA	HBWO01071667.1	177	NA	NA	NA	NA
ENA	HBWO01071667.1	129	NA	NA	NA	NA
ENA	HBWO01071671.1	26	NA	NA	NA	NA
ENA	HBWO01071679.1	103	NA	NA	NA	NA
ENA	HBWO01071680.1	103	NA	NA	NA	NA
ENA	HBWO01071685.1	2	NA	NA	NA	NA
ENA	HBWO01071707.1	1221	NA	NA	NA	NA
ENA	HBWO01071743.1	3	NA	NA	NA	NA
ENA	HBWO01071784.1	1340	NA	NA	NA	NA
ENA	HBWO01071793.1	221	NA	NA	NA	NA
ENA	HBWO01071842.1	436	NA	NA	NA	NA
ENA	HBWO01071843.1	123	NA	NA	NA	NA
ENA	HBWO01071852.1	3	NA	NA	NA	NA
ENA	HBWO01071853.1	70	NA	NA	NA	NA
ENA	HBWO01071854.1	70	NA	NA	NA	NA
ENA	HBWO01071860.1	117	NA	NA	NA	NA
ENA	HBWO01071865.1	16	NA	NA	NA	NA
ENA	HBWO01071878.1	19	NA	NA	NA	NA
ENA	HBWO01071885.1	125	NA	NA	NA	NA
ENA	HBWO01071892.1	830	NA	NA	NA	NA
ENA	HBWO01071944.1	86	NA	NA	NA	NA
ENA	HBWO01071950.1	1	NA	NA	NA	NA
ENA	HBWO01071952.1	1106	NA	NA	NA	NA
ENA	HBWO01071952.1	542	NA	NA	NA	NA
ENA	HBWO01071954.1	740	NA	NA	NA	NA
ENA	HBWO01071957.1	409	NA	NA	NA	NA
ENA	HBWO01071963.1	412	NA	NA	NA	NA
ENA	HBWO01071979.1	211	NA	NA	NA	NA
ENA	HBWO01072000.1	1077	NA	NA	NA	NA
ENA	HBWO01072008.1	1	NA	NA	NA	NA
ENA	HBWO01072013.1	1	NA	NA	NA	NA
ENA	HBWO01072014.1	1	NA	NA	NA	NA
ENA	HBWO01072031.1	41	NA	NA	NA	NA
ENA	HBWO01072051.1	1355	NA	NA	NA	NA
ENA	HBWO01072054.1	17	NA	NA	NA	NA
ENA	HBWO01072068.1	47	NA	NA	NA	NA
ENA	HBWO01072069.1	209	NA	NA	NA	NA
ENA	HBWO01072077.1	1	NA	NA	NA	NA
ENA	HBWO01072078.1	846	NA	NA	NA	NA
ENA	HBWO01072078.1	1153	NA	NA	NA	NA
ENA	HBWO01072078.1	540	NA	NA	NA	NA
ENA	HBWO01072078.1	1457	NA	NA	NA	NA
ENA	HBWO01072083.1	17	NA	NA	NA	NA
ENA	HBWO01072085.1	2	NA	NA	NA	NA
ENA	HBWO01072087.1	207	NA	NA	NA	NA
ENA	HBWO01072092.1	1184	NA	NA	NA	NA
ENA	HBWO01072093.1	977	NA	NA	NA	NA
ENA	HBWO01072131.1	45	NA	NA	NA	NA
ENA	HBWO01072134.1	4	NA	NA	NA	NA
ENA	HBWO01072159.1	718	NA	NA	NA	NA
ENA	HBWO01072172.1	17	NA	NA	NA	NA
ENA	HBWO01072174.1	68	NA	NA	NA	NA
ENA	HBWO01072177.1	1036	NA	NA	NA	NA
ENA	HBWO01072182.1	1	NA	NA	NA	NA
ENA	HBWO01072259.1	524	NA	NA	NA	NA
ENA	HBWO01072260.1	524	NA	NA	NA	NA
ENA	HBWO01072272.1	18	NA	NA	NA	NA
ENA	HBWO01072274.1	15	NA	NA	NA	NA
ENA	HBWO01072275.1	15	NA	NA	NA	NA
ENA	HBWO01072287.1	625	NA	NA	NA	NA
ENA	HBWO01072288.1	625	NA	NA	NA	NA
ENA	HBWO01072289.1	625	NA	NA	NA	NA
ENA	HBWO01072302.1	1	NA	NA	NA	NA
ENA	HBWO01072306.1	8	NA	NA	NA	NA
ENA	HBWO01072309.1	152	NA	NA	NA	NA
ENA	HBWO01072313.1	29	NA	NA	NA	NA
ENA	HBWO01072314.1	29	NA	NA	NA	NA
ENA	HBWO01072315.1	29	NA	NA	NA	NA
ENA	HBWO01072316.1	29	NA	NA	NA	NA
ENA	HBWO01072317.1	29	NA	NA	NA	NA
ENA	HBWO01072318.1	29	NA	NA	NA	NA
ENA	HBWO01072319.1	29	NA	NA	NA	NA
ENA	HBWO01072320.1	29	NA	NA	NA	NA
ENA	HBWO01072321.1	29	NA	NA	NA	NA
ENA	HBWO01072323.1	132	NA	NA	NA	NA
ENA	HBWO01072327.1	16	NA	NA	NA	NA
ENA	HBWO01072328.1	225	NA	NA	NA	NA
ENA	HBWO01072329.1	7	NA	NA	NA	NA
ENA	HBWO01072330.1	29	NA	NA	NA	NA
ENA	HBWO01072331.1	29	NA	NA	NA	NA
ENA	HBWO01072333.1	29	NA	NA	NA	NA
ENA	HBWO01072334.1	29	NA	NA	NA	NA
ENA	HBWO01072352.1	6	NA	NA	NA	NA
ENA	HBWO01072354.1	103	NA	NA	NA	NA
ENA	HBWO01072360.1	529	NA	NA	NA	NA
ENA	HBWO01072360.1	424	NA	NA	NA	NA
ENA	HBWO01072360.1	379	NA	NA	NA	NA
ENA	HBWO01072361.1	199	NA	NA	NA	NA
ENA	HBWO01072361.1	171	NA	NA	NA	NA
ENA	HBWO01072369.1	91	NA	NA	NA	NA
ENA	HBWO01072370.1	91	NA	NA	NA	NA
ENA	HBWO01072371.1	91	NA	NA	NA	NA
ENA	HBWO01072381.1	518	NA	NA	NA	NA
ENA	HBWO01072389.1	230	NA	NA	NA	NA
ENA	HBWO01072391.1	230	NA	NA	NA	NA
ENA	HBWO01072393.1	539	NA	NA	NA	NA
ENA	HBWO01072393.1	522	NA	NA	NA	NA
ENA	HBWO01072393.1	521	NA	NA	NA	NA
ENA	HBWO01072394.1	539	NA	NA	NA	NA
ENA	HBWO01072394.1	522	NA	NA	NA	NA
ENA	HBWO01072394.1	521	NA	NA	NA	NA
ENA	HBWO01072410.1	215	NA	NA	NA	NA
ENA	HBWO01072412.1	363	NA	NA	NA	NA
ENA	HBWO01072414.1	2797	NA	NA	NA	NA
ENA	HBWO01072414.1	3540	NA	NA	NA	NA
ENA	HBWO01072414.1	4107	NA	NA	NA	NA
ENA	HBWO01072414.1	4386	NA	NA	NA	NA
ENA	HBWO01072414.1	5384	NA	NA	NA	NA
ENA	HBWO01072414.1	4962	NA	NA	NA	NA
ENA	HBWO01072414.1	4317	NA	NA	NA	NA
ENA	HBWO01072414.1	5161	NA	NA	NA	NA
ENA	HBWO01072414.1	3744	NA	NA	NA	NA
ENA	HBWO01072415.1	1559	NA	NA	NA	NA
ENA	HBWO01072457.1	1	NA	NA	NA	NA
ENA	HBWO01072469.1	48	NA	NA	NA	NA
ENA	HBWO01072470.1	48	NA	NA	NA	NA
ENA	HBWO01072471.1	48	NA	NA	NA	NA
ENA	HBWO01072472.1	48	NA	NA	NA	NA
ENA	HBWO01072473.1	48	NA	NA	NA	NA
ENA	HBWO01072474.1	48	NA	NA	NA	NA
ENA	HBWO01072482.1	28	NA	NA	NA	NA
ENA	HBWO01072483.1	28	NA	NA	NA	NA
ENA	HBWO01072493.1	12	NA	NA	NA	NA
ENA	HBWO01072494.1	45	NA	NA	NA	NA
ENA	HBWO01072495.1	45	NA	NA	NA	NA
ENA	HBWO01072497.1	45	NA	NA	NA	NA
ENA	HBWO01072502.1	447	NA	NA	NA	NA
ENA	HBWO01072503.1	447	NA	NA	NA	NA
ENA	HBWO01072504.1	1	NA	NA	NA	NA
ENA	HBWO01072505.1	1	NA	NA	NA	NA
ENA	HBWO01072521.1	240	NA	NA	NA	NA
ENA	HBWO01072522.1	240	NA	NA	NA	NA
ENA	HBWO01072525.1	1	NA	NA	NA	NA
ENA	HBWO01072534.1	39	NA	NA	NA	NA
ENA	HBWO01072536.1	188	NA	NA	NA	NA
ENA	HBWO01072541.1	8	NA	NA	NA	NA
ENA	HBWO01072542.1	8	NA	NA	NA	NA
ENA	HBWO01072543.1	8	NA	NA	NA	NA
ENA	HBWO01072544.1	8	NA	NA	NA	NA
ENA	HBWO01072545.1	8	NA	NA	NA	NA
ENA	HBWO01072547.1	8	NA	NA	NA	NA
ENA	HBWO01072548.1	8	NA	NA	NA	NA
ENA	HBWO01072564.1	42	NA	NA	NA	NA
ENA	HBWO01072574.1	34	NA	NA	NA	NA
ENA	HBWO01072575.1	34	NA	NA	NA	NA
ENA	HBWO01072586.1	1	NA	NA	NA	NA
ENA	HBWO01072589.1	1	NA	NA	NA	NA
ENA	HBWO01072590.1	6	NA	NA	NA	NA
ENA	HBWO01072608.1	751	NA	NA	NA	NA
ENA	HBWO01072610.1	751	NA	NA	NA	NA
ENA	HBWO01072612.1	751	NA	NA	NA	NA
ENA	HBWO01072618.1	980	NA	NA	NA	NA
ENA	HBWO01072628.1	1	NA	NA	NA	NA
ENA	HBWO01072629.1	9	NA	NA	NA	NA
ENA	HBWO01072630.1	9	NA	NA	NA	NA
ENA	HBWO01072631.1	9	NA	NA	NA	NA
ENA	HBWO01072632.1	9	NA	NA	NA	NA
ENA	HBWO01072633.1	9	NA	NA	NA	NA
ENA	HBWO01072634.1	9	NA	NA	NA	NA
ENA	HBWO01072635.1	9	NA	NA	NA	NA
ENA	HBWO01072636.1	9	NA	NA	NA	NA
ENA	HBWO01072641.1	10	NA	NA	NA	NA
ENA	HBWO01072642.1	55	NA	NA	NA	NA
ENA	HBWO01072643.1	136	NA	NA	NA	NA
ENA	HBWO01072644.1	103	NA	NA	NA	NA
ENA	HBWO01072645.1	91	NA	NA	NA	NA
ENA	HBWO01072646.1	1	NA	NA	NA	NA
ENA	HBWO01072647.1	91	NA	NA	NA	NA
ENA	HBWO01072648.1	103	NA	NA	NA	NA
ENA	HBWO01072653.1	551	NA	NA	NA	NA
ENA	HBWO01072653.1	875	NA	NA	NA	NA
ENA	HBWO01072669.1	25	NA	NA	NA	NA
ENA	HBWO01072671.1	1600	NA	NA	NA	NA
ENA	HBWO01072672.1	25	NA	NA	NA	NA
ENA	HBWO01072674.1	15	NA	NA	NA	NA
ENA	HBWO01072675.1	15	NA	NA	NA	NA
ENA	HBWO01072676.1	15	NA	NA	NA	NA
ENA	HBWO01072678.1	19	NA	NA	NA	NA
ENA	HBWO01072680.1	1	NA	NA	NA	NA
ENA	HBWO01072688.1	1	NA	NA	NA	NA
ENA	HBWO01072734.1	222	NA	NA	NA	NA
ENA	HBWO01072735.1	222	NA	NA	NA	NA
ENA	HBWO01072737.1	62	NA	NA	NA	NA
ENA	HBWO01072739.1	1	NA	NA	NA	NA
ENA	HBWO01072740.1	77	NA	NA	NA	NA
ENA	HBWO01072742.1	77	NA	NA	NA	NA
ENA	HBWO01072743.1	8	NA	NA	NA	NA
ENA	HBWO01072744.1	8	NA	NA	NA	NA
ENA	HBWO01072747.1	27	NA	NA	NA	NA
ENA	HBWO01072748.1	1	NA	NA	NA	NA
ENA	HBWO01072749.1	27	NA	NA	NA	NA
ENA	HBWO01072750.1	1	NA	NA	NA	NA
ENA	HBWO01072751.1	27	NA	NA	NA	NA
ENA	HBWO01072753.1	27	NA	NA	NA	NA
ENA	HBWO01072757.1	573	NA	NA	NA	NA
ENA	HBWO01072758.1	588	NA	NA	NA	NA
ENA	HBWO01072759.1	588	NA	NA	NA	NA
ENA	HBWO01072760.1	573	NA	NA	NA	NA
ENA	HBWO01072776.1	224	NA	NA	NA	NA
ENA	HBWO01072780.1	22	NA	NA	NA	NA
ENA	HBWO01072787.1	7	NA	NA	NA	NA
ENA	HBWO01072801.1	763	NA	NA	NA	NA
ENA	HBWO01072802.1	1	NA	NA	NA	NA
ENA	HBWO01072808.1	238	NA	NA	NA	NA
ENA	HBWO01072809.1	5	NA	NA	NA	NA
ENA	HBWO01072819.1	336	NA	NA	NA	NA
ENA	HBWO01072820.1	30	NA	NA	NA	NA
ENA	HBWO01072831.1	1045	NA	NA	NA	NA
ENA	HBWO01072831.1	1941	NA	NA	NA	NA
ENA	HBWO01072831.1	160	NA	NA	NA	NA
ENA	HBWO01072834.1	3	NA	NA	NA	NA
ENA	HBWO01072841.1	1	NA	NA	NA	NA
ENA	HBWO01072842.1	5	NA	NA	NA	NA
ENA	HBWO01072843.1	272	NA	NA	NA	NA
ENA	HBWO01072846.1	316	NA	NA	NA	NA
ENA	HBWO01072848.1	330	NA	NA	NA	NA
ENA	HBWO01072849.1	202	NA	NA	NA	NA
ENA	HBWO01072854.1	22	NA	NA	NA	NA
ENA	HBWO01072870.1	1	NA	NA	NA	NA
ENA	HBWO01072871.1	3	NA	NA	NA	NA
ENA	HBWO01072900.1	255	NA	NA	NA	NA
ENA	HBWO01072900.1	103	NA	NA	NA	NA
ENA	HBWO01072915.1	34	NA	NA	NA	NA
ENA	HBWO01072927.1	1	NA	NA	NA	NA
ENA	HBWO01072945.1	411	NA	NA	NA	NA
ENA	HBWO01072946.1	1442	NA	NA	NA	NA
ENA	HBWO01072949.1	1	NA	NA	NA	NA
ENA	HBWO01072950.1	4	NA	NA	NA	NA
ENA	HBWO01072955.1	1126	NA	NA	NA	NA
ENA	HBWO01072963.1	205	NA	NA	NA	NA
ENA	HBWO01072985.1	1	NA	NA	NA	NA
ENA	HBWO01072988.1	1	NA	NA	NA	NA
ENA	HBWO01072992.1	1	NA	NA	NA	NA
ENA	HBWO01072993.1	4	NA	NA	NA	NA
ENA	HBWO01073021.1	396	NA	NA	NA	NA
ENA	HBWO01073029.1	109	NA	NA	NA	NA
ENA	HBWO01073037.1	1284	NA	NA	NA	NA
ENA	HBWO01073039.1	1304	NA	NA	NA	NA
ENA	HBWO01073040.1	1876	NA	NA	NA	NA
ENA	HBWO01073057.1	1	NA	NA	NA	NA
ENA	HBWO01073077.1	33	NA	NA	NA	NA
ENA	HBWO01073091.1	81	NA	NA	NA	NA
ENA	HBWO01073100.1	37	NA	NA	NA	NA
ENA	HBWO01073103.1	1	NA	NA	NA	NA
ENA	HBWO01073124.1	317	NA	NA	NA	NA
ENA	HBWO01073125.1	1	NA	NA	NA	NA
ENA	HBWO01073132.1	1	NA	NA	NA	NA
ENA	HBWO01073135.1	2	NA	NA	NA	NA
ENA	HBWO01073137.1	1	NA	NA	NA	NA
ENA	HBWO01073147.1	151	NA	NA	NA	NA
ENA	HBWO01073148.1	151	NA	NA	NA	NA
ENA	HBWO01073154.1	540	NA	NA	NA	NA
ENA	HBWO01073156.1	40	NA	NA	NA	NA
ENA	HBWO01073216.1	29	NA	NA	NA	NA
ENA	HBWO01073267.1	13	NA	NA	NA	NA
ENA	HBWO01073269.1	21	NA	NA	NA	NA
ENA	HBWO01073292.1	14	NA	NA	NA	NA
ENA	HBWO01073295.1	1	NA	NA	NA	NA
ENA	HBWO01073296.1	14	NA	NA	NA	NA
ENA	HBWO01073298.1	1	NA	NA	NA	NA
ENA	HBWO01073309.1	1	NA	NA	NA	NA
ENA	HBWO01073310.1	1	NA	NA	NA	NA
ENA	HBWO01073313.1	6	NA	NA	NA	NA
ENA	HBWO01073314.1	2	NA	NA	NA	NA
ENA	HBWO01073315.1	6	NA	NA	NA	NA
ENA	HBWO01073350.1	1105	NA	NA	NA	NA
ENA	HBWO01073353.1	263	NA	NA	NA	NA
ENA	HBWO01073399.1	123	NA	NA	NA	NA
ENA	HBWO01073401.1	48	NA	NA	NA	NA
ENA	HBWO01073408.1	18	NA	NA	NA	NA
ENA	HBWO01073409.1	18	NA	NA	NA	NA
ENA	HBWO01073420.1	14	NA	NA	NA	NA
ENA	HBWO01073421.1	1	NA	NA	NA	NA
ENA	HBWO01073423.1	197	NA	NA	NA	NA
ENA	HBWO01073456.1	42	NA	NA	NA	NA
ENA	HBWO01073456.1	1542	NA	NA	NA	NA
ENA	HBWO01073456.1	1294	NA	NA	NA	NA
ENA	HBWO01073457.1	42	NA	NA	NA	NA
ENA	HBWO01073457.1	1542	NA	NA	NA	NA
ENA	HBWO01073457.1	1294	NA	NA	NA	NA
ENA	HBWO01073458.1	42	NA	NA	NA	NA
ENA	HBWO01073458.1	1542	NA	NA	NA	NA
ENA	HBWO01073458.1	1294	NA	NA	NA	NA
ENA	HBWO01073459.1	42	NA	NA	NA	NA
ENA	HBWO01073459.1	1542	NA	NA	NA	NA
ENA	HBWO01073459.1	1294	NA	NA	NA	NA
ENA	HBWO01073461.1	42	NA	NA	NA	NA
ENA	HBWO01073461.1	1542	NA	NA	NA	NA
ENA	HBWO01073461.1	1294	NA	NA	NA	NA
ENA	HBWO01073462.1	9	NA	NA	NA	NA
ENA	HBWO01073463.1	149	NA	NA	NA	NA
ENA	HBWO01073465.1	22	NA	NA	NA	NA
ENA	HBWO01073486.1	1	NA	NA	NA	NA
ENA	HBWO01073489.1	505	NA	NA	NA	NA
ENA	HBWO01073489.1	421	NA	NA	NA	NA
ENA	HBWO01073504.1	160	NA	NA	NA	NA
ENA	HBWO01073508.1	956	NA	NA	NA	NA
ENA	HBWO01073508.1	170	NA	NA	NA	NA
ENA	HBWO01073509.1	956	NA	NA	NA	NA
ENA	HBWO01073509.1	170	NA	NA	NA	NA
ENA	HBWO01073512.1	956	NA	NA	NA	NA
ENA	HBWO01073512.1	170	NA	NA	NA	NA
ENA	HBWO01073516.1	956	NA	NA	NA	NA
ENA	HBWO01073516.1	170	NA	NA	NA	NA
ENA	HBWO01073518.1	956	NA	NA	NA	NA
ENA	HBWO01073518.1	170	NA	NA	NA	NA
ENA	HBWO01073521.1	200	NA	NA	NA	NA
ENA	HBWO01073525.1	7	NA	NA	NA	NA
ENA	HBWO01073530.1	9	NA	NA	NA	NA
ENA	HBWO01073532.1	231	NA	NA	NA	NA
ENA	HBWO01073532.1	203	NA	NA	NA	NA
ENA	HBWO01073532.1	315	NA	NA	NA	NA
ENA	HBWO01073532.1	287	NA	NA	NA	NA
ENA	HBWO01073532.1	120	NA	NA	NA	NA
ENA	HBWO01073539.1	1	NA	NA	NA	NA
ENA	HBWO01073564.1	101	NA	NA	NA	NA
ENA	HBWO01073565.1	101	NA	NA	NA	NA
ENA	HBWO01073571.1	8	NA	NA	NA	NA
ENA	HBWO01073576.1	22	NA	NA	NA	NA
ENA	HBWO01073577.1	22	NA	NA	NA	NA
ENA	HBWO01073578.1	84	NA	NA	NA	NA
ENA	HBWO01073579.1	22	NA	NA	NA	NA
ENA	HBWO01073580.1	78	NA	NA	NA	NA
ENA	HBWO01073581.1	22	NA	NA	NA	NA
ENA	HBWO01073622.1	3	NA	NA	NA	NA
ENA	HBWO01073623.1	3	NA	NA	NA	NA
ENA	HBWO01073625.1	28	NA	NA	NA	NA
ENA	HBWO01073626.1	28	NA	NA	NA	NA
ENA	HBWO01073627.1	28	NA	NA	NA	NA
ENA	HBWO01073629.1	28	NA	NA	NA	NA
ENA	HBWO01073630.1	28	NA	NA	NA	NA
ENA	HBWO01073631.1	28	NA	NA	NA	NA
ENA	HBWO01073632.1	28	NA	NA	NA	NA
ENA	HBWO01073633.1	28	NA	NA	NA	NA
ENA	HBWO01073648.1	8	NA	NA	NA	NA
ENA	HBWO01073649.1	9	NA	NA	NA	NA
ENA	HBWO01073663.1	417	NA	NA	NA	NA
ENA	HBWO01073664.1	6	NA	NA	NA	NA
ENA	HBWO01073670.1	431	NA	NA	NA	NA
ENA	HBWO01073671.1	431	NA	NA	NA	NA
ENA	HBWO01073681.1	106	NA	NA	NA	NA
ENA	HBWO01073684.1	76	NA	NA	NA	NA
ENA	HBWO01073720.1	126	NA	NA	NA	NA
ENA	HBWO01073721.1	119	NA	NA	NA	NA
ENA	HBWO01073723.1	21	NA	NA	NA	NA
ENA	HBWO01073724.1	21	NA	NA	NA	NA
ENA	HBWO01073728.1	134	NA	NA	NA	NA
ENA	HBWO01073729.1	134	NA	NA	NA	NA
ENA	HBWO01073732.1	134	NA	NA	NA	NA
ENA	HBWO01073733.1	134	NA	NA	NA	NA
ENA	HBWO01073736.1	385	NA	NA	NA	NA
ENA	HBWO01073736.1	348	NA	NA	NA	NA
ENA	HBWO01073736.1	236	NA	NA	NA	NA
ENA	HBWO01073736.1	218	NA	NA	NA	NA
